id,first_author,year,title,emc_category_code,emc_category,ai_category_code,ai_category,ai_technique,is_review,core_claim,results,limitations,source_file
209,Shi et al.,2022,Field Deviation in Radiated Emission Measurement in Anechoic Chamber for Frequencies up to 60 GHz and Deep Learning-Based Correction,C,"EMC testing, measurement and diagnostics",1,Neural networks and deep learning,CNN + transformer (hybrid deep learning),False,"A hybrid deep learning model (CNN + transformer) corrects the radiated emission (RE) measurement deviation in an anechoic chamber caused by the mismatch between the receiver's vertical scanning plane and the actual wavefront, at frequencies up to 60 GHz.",The average correction error is 6.35% for a 3 m distance in a semi-anechoic chamber and less than 4.83% for the other tested scenarios.,"Not stated explicitly: the method was validated only for specific chamber geometries and measurement distances up to 60 GHz, and it depends on a large training dataset from simulations/measurements.",old/220 - Field Deviation in Radiated Emission Measurement in AnechoicChamber for Frequencies up to 60 GHz and Deep Learning-Based Correction.pdf
231,Zhao et al.,2022,Predict and Eliminate EMI Signals for RF Shielding-Free MRI via Simultaneous Sensing and Deep Learning,C,"EMC testing, measurement and diagnostics",1,Neural networks and deep learning,5-layer CNN (convolution + batch normalization + ReLU) for predicting the EMI signal from reference sensing coils,False,"The authors propose a method combining simultaneous EMI sensing with reference coils and deep learning (CNN), which predicts and removes the EMI signal from the received MRI data, thereby enabling MRI scanner operation without an RF-shielded room.",The method reliably removed EMI from various external and internal sources on both a 0.055 T and a 1.5 T MRI scanner; the resulting image SNR was comparable (within about 5%) to images acquired in a fully shielded room.,"Not stated explicitly: the short conference paper does not include a separate limitations section; this presumably concerns the need to train the CNN model for each measurement/coil configuration, and validation so far limited to only two scanner types.",old/240 - Predict and Eliminate EMI Signals for RF Shielding-Free MRI via Simultaneous Sensing and Deep Learning.pdf
223,Stiemer,2023,Machine Learning Based Classification and Prediction of Electromagnetic Absorption in Electrical Reverberation Chambers,C,"EMC testing, measurement and diagnostics",1,Neural networks and deep learning,Autoencoder (dimensionality reduction) + CNN classification,False,"A method combining an autoencoder (for S-parameter dimensionality reduction) with machine learning classification models is intended to rapidly classify devices by their susceptibility to absorbing power from the surrounding EM field in an electromagnetic reverberation chamber, which could be used for fast EMC immunity/shielding testing.","For four generic devices under test (monopoles with a known resonant frequency of 1.25-2 GHz), the resonant frequency was identified by fitting a Lorentzian model with a deviation of 3.0-4.3% (R² 27.5-53.9%); the ML classification via the autoencoder itself is described conceptually, with the author deferring comprehensive quantitative results to planned future measurements.","Low signal-to-noise ratio (approximately 0 dB) in the raw reverberation chamber data; the method has so far been validated only on a small number of generic samples, and the full ML classification results are not yet presented in this conference paper.",old/233 - Machine Learning Based Classification and Prediction of Electromagnetic Absorption in Electrical Reverberation Chambers.pdf
366,Maalouly et al.,2024,Evaluation of Simulated and Real Measurement Data for AI-based Interference Classification in EMC Applications,C,"EMC testing, measurement and diagnostics",1,Neural networks and deep learning,Autoencoder (AE) for feature extraction + Pearson correlation analysis,False,"The study compares real and simulated PCB emission measurements using an autoencoder for dimensionality reduction and Pearson correlation between features and output classes, in order to assess the accuracy and transferability of simulated data for training an AI classifier of EMC problem causes.","Real data showed high correlation of features with the output classes frequency and conductor length (r up to 0.9), but low correlation for line impedance, termination, and decaps; no significant correlation (r < 0.3) was found between features of the simulated data and the output classes of the real data, indicating limited transferability of simulated data to real measurements.","The authors state that some output classes require additional data transformation due to differing scale and dimensionality between real and simulated data, which limits direct transferability between simulation and reality.",old/85 - Evaluation of Simulated and Real Measurement Data for AI-based Interference Classification in EMC Applications.pdf
205,Ninković et al.,2024,AI-Assisted Identification of State and Type of Flat-Panel Monitors in the Presence of EM Noise,C,"EMC testing, measurement and diagnostics",1,Neural networks and deep learning,Ensemble of MLPs (ANN) + automatic selection of significant frequency sub-bands,False,An ensemble of independently trained MLP neural networks can identify the type and state (on/off) of flat-panel monitors from EM emanations measured in a real noisy environment; the proposed frequency sub-band significance analysis additionally automatically selects relevant inputs and simplifies the networks.,The method identifies the type and state of the monitor from a set of 12 units with 99% accuracy; the sub-band significance analysis reduced the number of network inputs 7-fold without loss of accuracy and shortened the average training time by nearly 30% (training took about 690 s on a standard PC).,"When the set of monitors or the measurement setup changes, the networks must be retrained; the computed sub-band significance is affected by the emanations of the other monitors present in the experiment as well as by the measurement setup used (the antennas did not capture emanations below 90 MHz).",old/217 - AI-Assisted Identification of State and Type of Flat-Panel Monitors in the Presence of EM Noise.pdf
368,Stiemer et al.,2024,Enhancing Information Extraction in EMC Measurements through Artificial Intelligence,C,"EMC testing, measurement and diagnostics",1,Neural networks and deep learning,Convolutional autoencoder for near-field data dimensionality reduction + surrogate regression model,False,"The work describes an ML model of the relationship between PCB design parameters and EMC properties (far-field characteristics) derived from near-field scans, where convolutional autoencoders reduce the high dimensionality of near-field data to a low-dimensional latent space for identifying sources of EMC problems.","The work is predominantly methodological/conceptual - it describes the proposed procedure (data augmentation, combination of simulation and measurement, autoencoder training, use as a surrogate model for optimization) without providing specific numerical accuracy metrics.",Not stated explicitly: quantitative validation of the accuracy of the proposed approach on test data and a discussion of robustness to noise in real measurements are missing.,old/87 - Enhancing Information Extraction in EMC Measurements through Artificial Intelligence.pdf
232,Zhao et al.,2024,Electromagnetic interference elimination via active sensing and deep learning prediction for radiofrequency shielding-free MRI,C,"EMC testing, measurement and diagnostics",1,Neural networks and deep learning,CNN for predicting EMI from reference sensing coils (extended study relative to the conference paper),False,"Extended version of a previous study: a method of active EMI sensing and deep learning (CNN) predicts and removes EMI components from the received MRI signal, thereby enabling MRI operation without RF shielding even on a conventional superconducting scanner.","On an unshielded 0.055 T scanner, the method achieved an image SNR comparable to a shielded room and outperformed existing analytical methods (spectral transfer function, EDITER); a preliminary experiment demonstrated functionality also on a 1.5 T scanner with incomplete shielding.",Not stated explicitly: the available text does not include a discussion/limitations passage (it consists only of the introduction and reference list); a likely limitation is the need to train a specific CNN model for each scan and dependence on the number and placement of the sensing coils.,old/241 - Electromagnetic interference elimination via active sensing and deep learning prediction for radiofrequency shielding-free MRI.pdf
362,Patel,2025,A Deep Learning Approach to Electromagnetic Compatibility Test Signal Prediction Using LSTM Networks,C,"EMC testing, measurement and diagnostics",1,Neural networks and deep learning,"LSTM (conceptual framework, without implementation)",False,"The author proposes a conceptual methodological framework using LSTM networks to predict the time-domain characteristics of EMC test signals (transient pulses, modulated sinusoids) in order to speed up and streamline the EMC testing process.","This is a purely conceptual/methodological article without experimental implementation or specific numerical results; only the proposed procedure for data collection, preprocessing, LSTM architecture, and evaluation is described.","The author explicitly states that this is a conceptual proposal requiring future implementation and validation on real data, and names open questions regarding model generalization, computational complexity, and prediction uncertainty quantification.",old/81 - A Deep Learning Approach to Electromagnetic Compatibility Test Signal Prediction Using LSTM Networks.pdf
272,Yang et al.,2025,Adaptive On-the-Fly Scan Method for Fast and Efficient Planar Near-Field Acquisition,C,"EMC testing, measurement and diagnostics",5,Metaheuristics and Bayesian optimization,Bayesian optimization with a GPR surrogate,False,Proposes adaptive planar near-field scanning that replaces point-by-point sampling with iterative on-the-fly line scans; the number and placement of lines are dynamically chosen by Bayesian optimization with a GPR surrogate model of the 1-D field aggregate.,"Both numerical and experimental validation (wire and patch antenna structures): a complete adaptive OTF scan in under 1 minute (about 25 line scans, 1-2 s per line at speeds up to 2 m/s); a GPR-BO iteration takes less than 0.1 s; initialization requires only 4-6 uniform lines.",Not stated explicitly: the method is demonstrated at individual frequencies; the authors leave extension to broadband scenarios and fast far-field prediction for future research.,old/278 - Adaptive On-the-Fly Scan Method for Fast and Efficient Planar Near-Field Acquisition.pdf
302,Schierholz et al.,2019,Evaluation of Neural Networks to Predict Target Impedance Violations of Power Delivery Networks,D,Signal and power integrity (SI/PI),1,Neural networks and deep learning,ANN classifier with input preprocessing (ring/rectangular sector method),False,"The authors present an ANN approach for predicting whether a PDN configuration with randomly placed decoupling capacitors violates the target impedance, showing the effect of the input data preprocessing method (direct method vs. circular/rectangular sectors) on accuracy.","The circular sector method achieves the best accuracy of 88%, compared to 86% for rectangular sectors and 75% for the direct method; accuracy remains above 85% even with target impedance variation of -6 to +16 dB, and the network retains usability even when the IC port position shifts, without requiring retraining.",Not stated explicitly: the network was trained and tested on a single board topology with a fixed range of decoupling capacitor parameters; robustness against fundamentally different PDN topologies was not verified.,old/304 - Evaluation of Neural Networks to Predict Target Impedance Violations of Power Delivery Networks.pdf
299,Scharff et al.,2020,ANN Performance for the Prediction of High-Speed Digital Interconnects over Multiple PCBs,D,Signal and power integrity (SI/PI),1,Neural networks and deep learning,ANN (feedforward regression) for S-parameter and FOM prediction,False,"The authors show that an ANN trained on data from physics-based modeling (PBV) can predict the behavior of complex high-speed interconnects (transmission, FEXT, and weighted power sums) across multiple printed circuit boards up to 100 GHz.","The test RMSE reaches 0.0258 (transmission) and 0.0043 (FEXT) for S-parameter prediction; for FOM prediction, the test RMSE values are 10.3 (WPSXT), 194.3 (WPT), and 17.5 (WSXTR); ANNs found via Bayesian optimization do not achieve substantially better results than manual grid search.","The authors state that the predictions are not guaranteed to be passive, some datasets exhibit unexpected S-parameter behavior leading to poor predictions, and only magnitude, not phase, is predicted.",old/301 - ANN Performance for the Prediction of High-Speed Digital Interconnects over Multiple PCBs.pdf
300,Scharff et al.,2020,Bayesian Optimization for Signal Transmission Including Crosstalk in a Via Array,D,Signal and power integrity (SI/PI),5,Metaheuristics and Bayesian optimization,Bayesian optimization (GP with Matérn 5/2 kernel) compared with a genetic algorithm,False,"The authors show that Bayesian optimization can be used to optimize printed circuit board interconnects (vias, via arrays) in terms of transmission and crosstalk, with results compared against a genetic algorithm and physically derived design rules.","For a single via, the BO result is comparable to GA; at 15 Gbps, BO achieves a higher result than GA, whereas at 25 Gbps, GA performs better; for via arrays, BO shows a greater dependence on hyperparameters, but the predicted parameters correlate with the results of previous studies.","The authors state that for the more complex via array model, there is a greater dependence of the results on the choice of Bayesian optimization hyperparameters, indicating the method's sensitivity for more complex problems.",old/302 - Bayesian Optimization for Signal Transmission Including Crosstalk in a Via Array.pdf
301,Schierholz et al.,2020,Comparison of Collaborative versus Extended Artificial Neural Networks for PDN Design,D,Signal and power integrity (SI/PI),1,Neural networks and deep learning,"Collaborative vs. extended ANN (feedforward, backpropagation)",False,The authors compare two approaches for extending ANNs to predict PDN target impedance violations beyond the decoupling capacitor distribution — a collaborative ensemble of multiple ANNs versus a single extended ANN with an additional input parameter — and show that both can compensate for the accuracy loss in the extended design space.,"The extended ANN achieves comparable accuracy (80-90%) to the collaborative approach but requires 2 to 2.5 times fewer training samples; for target impedance variation, the extended ANN achieves over 90% accuracy with 5% of the training data.","The authors state that the need to use the collaborative versus extended approach depends strongly on the specific design space and the effect of the given variation on the PDN, meaning the generalization is not universal.",old/303 - Comparison of Collaborative versus Extended Artificial Neural Networks for PDN Design.pdf
303,Swaminathan et al.,2020,Demystifying Machine Learning for Signal and Power Integrity Problems in Packaging,D,Signal and power integrity (SI/PI),1,Neural networks and deep learning,"Survey of ANN/DNN and Bayesian learning (GP, BO) for SI/PI modeling and optimization",True,"A survey/tutorial article explaining the fundamentals of neural networks and Bayesian learning (Gaussian processes, Bayesian optimization) for signal and power integrity (SI/PI) problems in packaging, with an emphasis on intuition and a summary of recent developments and future research directions.","As a survey paper, it does not present its own quantitative experiments but summarizes results from cited works (BO finding optimal stack-up designs, ANN models with high accuracy using fewer samples) and provides links to open-source software.",Not stated explicitly: this is a survey/tutorial article without its own experimental validation; its scope is determined by a subjective selection of topics cited as current as of 2020.,old/305 - Demystifying Machine Learning for Signal and Power Integrity Problems in Packaging.pdf
304,Dolatsara et al.,2021,Worst-Case Eye Analysis of High-Speed Channels Based on Bayesian Optimization,D,Signal and power integrity (SI/PI),5,Metaheuristics and Bayesian optimization,Bayesian optimization for worst-case eye-diagram estimation (Gray coding),False,"The authors propose an optimization approach (Worst-eye) using Bayesian optimization and Gray-code-based mapping to quickly find the worst-case eye-diagram characteristics of high-speed channels, including intersymbol interference and crosstalk, without requiring a lengthy transient simulation.","The proposed method achieves a speedup of up to 47x in determining eye width and height and up to 23x in determining the overall worst-case eye opening, compared to transient simulation, while maintaining accuracy.",Not stated explicitly: the method was validated on a limited number of examples (a SerDes channel on a PCB and a channel in a system-on-package); generalization to other channel types and noise mechanisms was not systematically verified.,old/306 - Worst-Case Eye Analysis of High-Speed Channels Based on Bayesian Optimization.pdf
282,Schierholz et al.,2021,Evaluation of Support Vector Machines for PCB based Power Delivery Network Classification,D,Signal and power integrity (SI/PI),2,Classical machine learning,"SVM (classification, ring-sector preprocessing)",False,SVMs can classify whether a PDN on a PCB with a given decoupling capacitor distribution meets the target impedance; preprocessing of input features (ring sectors around IC vias) and adding geometric features fundamentally affect prediction accuracy.,"The best accuracy is 91.6% (linear spacing, 4 sectors); 90% is already achieved with 14% of the 18,000 samples; the extended SVM with cavity height as an additional feature maintains over 80% accuracy across geometries and performs comparably to an ANN.",Prediction accuracy saturates below 92% regardless of the amount of training data and depends strongly on the chosen preprocessing; Not stated explicitly: the data originate from a physics-based model of a simple two-layer structure.,old/287 - Evaluation of Support Vector Machines for PCB based Power Delivery Network Classification.pdf
340,Schierholz et al.,2021,SI/PI-Database of PCB-Based Interconnects for Machine Learning Applications,D,Signal and power integrity (SI/PI),1,Neural networks and deep learning,ANN for S-parameter prediction and structure classification (demonstration use cases on the database),False,"The authors present a publicly available database of 78,961 variants of PCB interconnects (SI/PI/EMC) with data from physics-based simulations, intended for training and testing ML techniques, and demonstrate its use with ANN models.","The database contains 78,961 samples of various types of PCB interconnects; in example use cases, ANN models predict S-parameters and classify structures with good agreement against reference physical simulations.",Not stated explicitly: the database covers only limited types of PCB structures generated by a single physics-based tool; generalization to other technologies and PCB layers is not guaranteed.,old/61 - SIPI-Database of PCB-Based Interconnects for Machine Learning Applications.pdf
295,Sánchez-Masís et al.,2021,ANN Hyperparameter Optimization by Genetic Algorithms for Via Interconnect Classification,D,Signal and power integrity (SI/PI),5,Metaheuristics and Bayesian optimization,Genetic algorithm for hyperparameter optimization of an ANN classifier,False,"The authors propose using a genetic algorithm for automatic hyperparameter selection of ANN classifiers for imbalanced classification tasks of via interconnects (impedance deviations, crosstalk), combined with class-balancing techniques (ROS, weighted cross-entropy).","The achieved classification accuracy exceeds 97% and the F1 score exceeds 0.88 for both tested tasks (via transition and a 5x5 via array); using weighted cross-entropy improves the F1 score to approximately 0.91-0.92, compared to 0.89 without balancing techniques.","Not stated explicitly: GA optimization requires non-trivial computation time (35-80 minutes on a standard PC), and the method was tested only on two specific types of via structures.",old/299 - ANN Hyperparameter Optimization by Genetic Algorithms for Via Interconnect Classification.pdf
329,Hemaram et al.,2022,Computational Intelligence Based Selection and Placement of Decoupling Capacitors: A Comparative Study,D,Signal and power integrity (SI/PI),5,Metaheuristics and Bayesian optimization,"Metaheuristics: SA, PSO, GA, DE, TLBO, CSO, WO",False,"The authors propose a general computational-intelligence-based framework (metaheuristic algorithms) for the optimal selection and placement of decoupling capacitors in a power delivery network (PDN), aiming to minimize impedance below a target value.","A comparative study of seven metaheuristic algorithms (SA, PSO, GA, DE, TLBO, CSO, WO) on a real industrial PDN demonstrated that these methods can effectively reduce the network's self-impedance below the target impedance over the frequency range studied.",Not stated explicitly: the comparison was performed on a single industrial PDN case; scalability and computational cost with a substantially larger number of capacitors/ports were not discussed in detail.,old/51 - Computational Intelligence Based Selection and Placement of Decoupling Capacitors.pdf
169,Kumar et al.,2022,Knowledge-Based Neural Networks for Fast Design Space Exploration of Hybrid Copper-Graphene On-Chip Interconnect Networks,D,Signal and power integrity (SI/PI),1,Neural networks and deep learning,Knowledge-based artificial neural network (KBNN),False,"The authors propose a knowledge-based neural network (KBNN) combining empirical models with full-wave EM simulation to predict the per-unit-length (p.u.l.) parameters (resistance, inductance, capacitance, conductance) of hybrid copper-graphene on-chip interconnects from their geometry, intended for fast SPICE modeling of signal integrity and transient analysis.","The KBNN achieves accuracy comparable to a conventional ANN but at significantly lower training cost (fewer required EM simulations), enabling faster exploration of the interconnect design space.","Not stated explicitly: the available text does not include a discussion of limitations; the model's generality is presumably limited to the tested technology and geometry of copper-graphene interconnects, and retraining would be required for different material/structural configurations.",old/186 - Knowledge-Based Neural Networks for Fast Design Space Exploration of Hybrid Copper-Graphene On-Chip Interconnect Networks.pdf
281,Schierholz et al.,2022,Parametric S-Parameters for PCB based Power Delivery Network Design Using Machine Learning,D,Signal and power integrity (SI/PI),1,Neural networks and deep learning,ANN (feed-forward),False,"A methodology using an ANN trained on 10,000 physics-based simulations of parametric S-parameters enables answering PDN design questions (board resonance, target impedance violations), with the data made available in the SI/PI-Database.","The ANN predicts board resonance with a mean absolute error of 3.42 MHz and classifies target impedance violations with 97.1% accuracy (51,490 terminated PDNs); the PB model was validated against a FEM solver (30 s vs. 5400 s).","The authors discuss limitations of data generation: full exploration of the space (over 10^6 combinations) would require hundreds of days of computation and approximately 16.6 TB of storage, hence a sparse sampling strategy and identification of the required sampling density are necessary.",old/286 - Parametric S-Parameters for PCB based Power Delivery Network Design Using Machine Learning.pdf
273,Zhang et al.,2022,Fast PDN Impedance Prediction Using Deep Learning,D,Signal and power integrity (SI/PI),1,Neural networks and deep learning,DNN (training data from BEM),False,"Introduces a concept for predicting the PDN impedance curve for an arbitrary board shape, stackup, IC position, and decap placement using a deep neural network trained on more than one million boards generated by a fast boundary element method (BEM).",The trained DNN predicts impedance in about 0.1 s -- more than 100 times faster than BEM and 5000 times faster than full-wave simulation -- and generalizes to new board configurations; the BEM reference agrees with HFSS (5 s vs. over 5 minutes).,"Not stated explicitly: a quasi-static BEM model and demonstration in the low-frequency band (up to about 20 MHz); the DNN's accuracy relative to the reference is described only as tolerable and depends on synthetic, randomly generated boards.",old/279 - Fast PDN Impedance Prediction Using Deep Learning.pdf
291,Bohl et al.,2023,Bayesian Optimization of First-Order Continuous-Time Linear Equalization in High-Speed Links Including Crosstalk,D,Signal and power integrity (SI/PI),5,Metaheuristics and Bayesian optimization,"Bayesian optimization (GP surrogate, Noisy Expected Improvement)",False,"The authors propose using Bayesian optimization with a Gaussian process to find optimal CTLE equalizer coefficients for high-speed links, newly including the effect of far-end crosstalk (FEXT) as noise in the model.","BO finds the optimal CTLE coefficients within 15-30 iterations, compared to 12,000 combinations for grid search; the achieved FoM values are comparable to or better than grid search (17.92 vs. 17.86) and better than the analytical pulse-shaping method (14.4).","Not stated explicitly: the method was verified only on two specific channels with a homoscedastic crosstalk noise model, which may not correspond to more general scenarios.",old/295 - Bayesian Optimization of First-Order Continuous-Time Linear Equalization in High-Speed Links Including Crosstalk.pdf
342,Gao et al.,2023,AI-Enhanced Modal Decomposition Method for Fast and Efficient PCB Modeling and Signal Integrity,D,Signal and power integrity (SI/PI),1,Neural networks and deep learning,AI-based pattern recognition + hybrid analytical-numerical-AI modal decomposition,False,"An AI-enhanced modal decomposition method splits high-speed multilayer PCB interconnects into independent modal cells and combines analytical, numerical, and AI methods for their efficient evaluation and signal integrity prediction.","On 20 real PCB blocks, the method achieved an average frequency error of 2.3%/1.4% and an amplitude error of 0.3/0.6 dB for the 0-28/28-40 GHz bands compared to measurements.",Not stated explicitly: the model was trained on only 3 of the 20 PCB blocks and validation was performed on a limited set of structures; general robustness for significantly different topologies is not demonstrated.,old/63 - AI-Enhanced Modal Decomposition Method for Fast and Efficient PCB Modeling and Signal Integrity.pdf
284,Garbuglia et al.,2023,Modeling Electrically Long Interconnects Using Physics-Informed Delayed Gaussian Processes,D,Signal and power integrity (SI/PI),2,Classical machine learning,"GPR with a physics-informed periodic kernel (τGP), Gabor-based delay estimation",False,"A new delayed Gaussian process (τGP) with a physics-informed periodic kernel, whose fundamental frequencies correspond to tunable propagation delays, enables modeling of wideband, strongly oscillating S-parameters of electrically long interconnects, which standard smooth GP kernels fail to capture.","On two application examples, τGP outperforms standard GP, vector fitting, and delayed vector fitting, particularly at high frequencies where the response deviates from a rational approximation; the delays are automatically estimated using a Gabor transform combined with MMLE.","The authors state that further effort is needed to extend the model with additional design variables and to enforce physical properties (causality, passivity) on the predictions.",old/289 - Modeling Electrically Long Interconnects Using Physics-Informed Delayed Gaussian Processes.pdf
292,Garbuglia et al.,2023,Modeling S-parameters of Interconnects using Periodic Gaussian Process Kernels,D,Signal and power integrity (SI/PI),2,Classical machine learning,Gaussian process regression (GPR/kriging) with a new periodic kernel,False,The authors propose a new periodic kernel for Gaussian processes that enables accurate modeling of wideband S-parameters of high-speed interconnects exhibiting oscillatory behavior caused by resonances and crosstalk.,"The new kernel achieves substantially lower prediction error than standard kernels: average error -59 dB (vs. -16 dB for the SE kernel and -15 dB for the Matérn kernel), maximum error -38.7 dB (vs. -11 and -10.7 dB).","The authors state that kernel performance depends strongly on correctly estimating the number of periods: underestimation leads to underfitting, while overestimation leads to numerical instability.",old/296 - Modeling S-parameters of Interconnects using Periodic Gaussian Process Kernels.pdf
275,Ghafarian Shoaee et al.,2023,Generating AI modules for decoupling capacitor placement using simulation,D,Signal and power integrity (SI/PI),1,Neural networks and deep learning,ANN + Bayesian hyperparameter optimization,False,A data generation and ANN training process that accounts not only for decoupling capacitors but also for the multilayer stackup and PCB power plane size enables prediction of the PDN impedance profile; Bayesian optimization tunes the ANN hyperparameters for higher accuracy.,"The predicted impedance agrees well with a commercial PI simulator (eCADSTAR); BO tuning reduced the MSE from 1.37 to 0.7 (case 1) and from 1.26 to 0.29 (case 2), with the ANN being substantially faster than commercial PDN software during optimization iterations.",The authors state that the ANN's accuracy does not fully match full-wave or other numerical PI simulators; transfer learning and physics-informed ML for PCB structure modifications are left for future work.,old/280 - Generating AI modules for decoupling capacitor placement using simulation.pdf
293,Huang et al.,2023,Machine Learning Based PCB/Package Stack-up Optimization for Signal Integrity,D,Signal and power integrity (SI/PI),5,Metaheuristics and Bayesian optimization,Bayesian optimization + ANN surrogate model (BO-ANN),False,"The authors propose a BO-ANN algorithm combining Bayesian optimization with an ANN surrogate model for fast optimization of PCB/package stack-ups (impedance and attenuation), including an effective dielectric constant strategy for generalization to multilayer dielectric stack-ups.","After training the ANN on more than 100,000 samples, the relative prediction error is below 1% for impedance Z0 and below 5% for attenuation; the algorithm completes 100 optimization iterations in 40 seconds; the deviation of the optimized Z0 from the target is below 1-2% for practical applications, and the attenuation deviation is below 11%.","The trained ANN's prediction error carries over into the difference between the optimization result and verification with a 2D solver; the effective dielectric constant strategy is only a rough estimate, which introduces additional error for multilayer stack-ups.",old/297 - Machine Learning Based PCB--Package Stack-up Optimization for Signal Integrity.pdf
315,Li et al.,2023,An Electromagnetic Perspective of Artificial Intelligence Neuromorphic Chips,D,Signal and power integrity (SI/PI),1,Neural networks and deep learning,"Survey of ML/DNN methods (DNN, MLP, SVR-AS) and GA optimization for SI/EMI",True,The survey article maps the electromagnetic problems (EMI and signal integrity) of neuromorphic AI chips and summarizes the use of machine learning methods for modeling and optimizing these phenomena in high-speed interconnects and heterogeneous integration.,"The survey summarizes a number of works demonstrating the successful use of DNN, SVR, and genetic algorithms for predicting package EMI radiation and optimizing the signal integrity of high-speed channels; it is a review without its own new quantitative results.",Not stated explicitly: this is a survey article without its own experiment; its limitations are the limited depth of coverage of a rapidly evolving field and the lack of a unified evaluation methodology across the cited works.,old/39 - An Electromagnetic Perspective of Artificial Intelligence Neuromorphic Chips.pdf
287,Schierholz et al.,2023,Engineering-Informed Design Space Reduction for PCB-Based Power Delivery Networks,D,Signal and power integrity (SI/PI),1,Neural networks and deep learning,ANN + data-driven sensitivity analysis,False,"Engineering-informed reduction of the PCB PDN design space, combining data-driven parameter sensitivity analysis with physics-based stackup reduction, enables generating substantially fewer samples for training ML tools used in the PDN design process.","The sampling design space was reduced by three decades, from more than 10^6 to 10^3 points (a reduction of over 1000x); the trained ANNs predict key features of PDN EM behavior and target impedance violations (smallest errors for TI = 0.1 Ω); the data are available in the SI/PI-database.","The authors state that the general applicability of the reduction approach to other design problems has yet to be demonstrated; further reduction (sensitivity-based adaptive sampling, reduction of additional parameters) remains to be explored.",old/291 - Engineering-Informed Design Space Reduction for PCB Based Power Delivery Networks.pdf
288,Sánchez-Masís et al.,2023,FNNs models for Regression of S-Parameters in Multilayer Interconnects with Different Electrical Lengths,D,Signal and power integrity (SI/PI),1,Neural networks and deep learning,FNN + GA hyperparameter optimization,False,"Feedforward neural networks with hyperparameters optimized by a genetic algorithm can predict the full S-parameter response (transmission, reflections, crosstalk) of multilayer interconnects; the required model complexity increases with the maximum electrical length of the structure.","For shorter structures (le up to approximately 3.1λ), MSE below 3·10⁻⁴; the reliable prediction limit of le ≈ 4.6λ was extended, by enlarging the network (512 neurons per layer), up to 19.2λ (correct prediction up to 24.2 GHz), though the full 40 GHz band was not achieved.","The authors state that for long electrical lengths, predictions do not cover the entire band of interest even with a substantially enlarged network; they recommend exploring other architectures (CNN, RNN, LSTM) and surrogate models.",old/292 - FNNs Models for Regression of S-Parameters in Multilayer Interconnects with Different Electrical Lengths.pdf
276,Bartels et al.,2024,AI-supported PDN Design for PCBs in Automotive Applications,D,Signal and power integrity (SI/PI),4,Reinforcement learning,DQN (RL) + CNN impedance prediction,False,"The prototype layout tool BerEDA with AI modules supports PDN design for automotive PCBs: a CNN provides real-time impedance prediction and a color-coded guide for decoupling capacitor placement, an RL agent automatically selects decoupling capacitor types and positions, all integrated with commercial tools (ZUKEN eCADSTAR, Altium Designer).",The DQN agent with the CNN network solved approximately 87% of the generated test tasks with a response time of 4-6 s; CNN impedance predictions sufficiently agree with the ZUKEN simulator used as ground truth; the reward converged after approximately 8000 training steps.,Not stated explicitly: the agent prioritizes speed over optimality and fails to solve approximately 13% of cases; prediction accuracy is tied to the ZUKEN simulator as a reference rather than to measurements.,old/281 - AI-supported PDN Design for PCBs in Automotive Applications.pdf
269,Hassab et al.,2024,Machine Learning Based Data Validation for Signal Integrity and Power Integrity Using Supervised Time Series Classification,D,Signal and power integrity (SI/PI),1,Neural networks and deep learning,Deep networks for time series classification (TSC),False,Proposes an ML alternative to the FSV method (IEEE Std 1597.1) for SI/PI data validation: time-series classifiers trained on expert-labeled data predict the degree of agreement between two curves and enable systematic automated validation of 1-D datasets.,The trained network outperforms individual human raters in predicting the average expert score with accuracy above 70%; the framework is supplemented with uncertainty quantification (discrete CDF) for fast validation of large datasets and flagging problematic port pairs.,Not stated explicitly: the method depends on subjectively labeled training data from experts and was validated only on frequency-domain SI/PI data; the authors defer extensive generation and testing on time-domain waveforms to future work.,old/275 - Machine Learning Based Data Validation for Signal Integrity and Power Integrity Using Supervised Time Series Classification.pdf
280,Hassab et al.,2024,Application of Gaussian Process Regression for Data Efficient Prediction of PCB-based Power Delivery Network Impedance Features,D,Signal and power integrity (SI/PI),2,Classical machine learning,GPR + active learning + transfer learning,False,GPR incorporated into active learning and transfer learning loops enables data-efficient prediction of key PDN impedance features as a substitute for expensive EM simulations; reusing data from similar problems (SI/PI database) reduces the number of newly generated samples.,"For a 4-layer PCB, a normalized RMSE of approximately 2-3% was achieved for resonant features (fr 2.04%, ΔZr 3.1%, Δfs 2.24%); data from a closer subspace speed up convergence; some features (fm 54%, ΔZm >100%) are predicted poorly.",The model predicts some key features (the frequency and height of the first local maximum) with low accuracy; the study is limited to a simple 4-layer board with four varied parameters.,old/285 - Application of Gaussian Process Regression for Data Efficient Prediction of PCB-Based Power Delivery Network Impedance Features.pdf
