id,first_author,year,title,em_category_code,em_category,ai_category_code,ai_category,ai_technique,is_review,core_claim,results,limitations,source_file
21,Chen et al.,2026,Deep Learning-Enabled Generative Antenna Design: Review and Prospects,F1,Antennas and antenna arrays,3,Generative and inverse models,"Generative deep learning: GAN (conditional GAN), VAE for generative antenna design (GAD)",True,"This review article examines generative antenna design (GAD) using deep learning (especially GAN and VAE), which can overcome the limits of conventional parametric design thanks to a higher number of degrees of freedom and built-in prior knowledge.","The authors state that DL-driven synthesis can increase the gain bandwidth of a metalens antenna by 52% and reduce the sidelobe level (SLL) below -30 dB, with the possibility of full amplitude and phase control.",Not stated explicitly: the text (available excerpt) discusses future challenges and trends in generative design rather than specific identified limitations of current methods.,Deep_Learning-Enabled_Generative_Antenna_Design_Review_and_Prospects.pdf
36,Cui et al.,2026,Filtering Antenna Design and Optimization by the Generative Machine Learning Approach,F1,Antennas and antenna arrays,3,Generative and inverse models,AC-GAN + threshold-moving random forest (TM-RF) classifier + evolutionary refinement,False,The authors propose a generative ML framework (AC-GAN combined with a threshold-moving random forest classifier and evolutionary refinement) for automated inverse design and optimization of filtering antennas requiring simultaneous control of S-parameters and gain across multiple bands.,"The proposed framework was used to design a compact filtering antenna, whose fabricated prototype shows close agreement between measured and simulated results; the authors report higher efficiency (fewer EM simulations), higher design quality, and robustness compared to conventional GA optimizations, without specific percentage figures in the available excerpt.","The authors state that future work will focus on improving training stability and computational efficiency, and that transfer learning could accelerate convergence and improve generalization across antenna topologies.",Filtering_Antenna_Design_and_Optimization_by_the_Generative_Machine_Learning_Approach.pdf
57,Sallam et al.,2026,Physics-Informed Deep Neural Network for Low Sidelobe Cosecant-Squared Pattern Time-Modulated Antenna Array with Harmonic Suppression,F1,Antennas and antenna arrays,1,Neural networks and deep learning,Physics-informed DNN (PIDNN) with phase tuning,False,"A physics-informed deep neural network (PIDNN) with phase tuning can, without training data, synthesize a cosecant-squared radiation pattern of a time-modulated linear array while simultaneously suppressing SLL and harmonic sidebands.","For a 30-element TMLA, SLL of -39.54 dB and max. SBL of -42.27 dB were achieved; for a 40-element TMLA, SLL of -29.28 dB and SBL of -32.02 dB; PIDNN achieved the result in 2.87 min compared to 47.13 min for the genetic algorithm.",Not stated explicitly: the authors do not mention specific limitations of the method in the available text; the results are simulation-only.,Physics-Informed Deep Neural Network for Low Sidelobe Cosecant-Squared Pattern Time-Modulated Antenna Array with Harmonic Suppression.pdf
163,Chen et al.,2020,Differential Evolution Based Manifold Gaussian Process Machine Learning for Microwave Filter's Parameter Extraction,F2,Microwave filters and circuit components,2,Classical machine learning,DE-optimized manifold Gaussian process (Isomap + GPR),False,"A method of differential-evolution-optimized manifold Gaussian process (DE-MGP) is proposed, which uses Isomap dimensionality reduction to address the problem of insufficient samples and high data dimensionality in surrogate modeling of microwave filters for coupling-parameter extraction.",The test error of the surrogate model was reduced to 0.84% for the fourth-order coupled filter and to 1.53% for the sixth-order filter.,"The authors identify the risk of DE training of the manifold parameters becoming stuck in a local optimum, and the unresolved problem of a multivalued inverse surrogate model, as future challenges.",old/180 - Differential Evolution Based Manifold Gaussian Process Machine Learning for Microwave Filter’s Parameter Extraction.pdf
174,Jin et al.,2020,A Novel Deep Neural Network Topology for Parametric Modeling of Passive Microwave Components,F2,Microwave filters and circuit components,1,Neural networks and deep learning,Two-part deep neural network (DNN) + two-stage training,False,A new deep neural network topology split into two parts (joint geometry+frequency processing vs. geometry only) is proposed for parametric modeling of S-parameters of passive microwave components with fewer training parameters.,The proposed two-part DNN topology achieves model accuracy comparable to a conventional fully connected neural network with significantly fewer training parameters; specific numerical values are not stated in the available excerpt.,"Not stated explicitly: the method assumes that the relationship of S-parameters with geometric variables is more complex than with frequency, which may not hold universally for all component types.",old/190 - A Novel Deep Neural Network Topology for Parametric Modeling of Passive Microwave Components.pdf
203,Pan et al.,2020,Inverse Modeling for Filters Using a Regularized Deep Neural Network Approach,F2,Microwave filters and circuit components,1,Neural networks and deep learning,Regularized Deep Belief Network (RBM + Bayesian regularization) for inverse coupling matrix extraction,False,"The authors propose a regularized deep belief network (R-DBN) for inverse modeling of coupling matrix extraction from S-parameters of microwave filters, combining unsupervised training using restricted Boltzmann machines with Bayesian regularization.","For a fourth-order filter, the model converges after 2039 steps with a training MSE = 0.0001; for an eighth-order dual-band filter (10000 training sets), the testing MAE on 200 new sets is 0.0018, with training taking less than 20 h compared to the days required for a deep MLP.","Not stated explicitly: a separate discussion of limitations is missing; the authors state that they present only two experiments, and broader applicability requires prior knowledge of the filter order and topology.",old/215 - Inverse Modeling for Filters Using a Regularized Deep Neural Network Approach.pdf
199,Sekhri et al.,2020,Double Deep Q-Learning Approach for Tuning Microwave Cavity Filters using Locally Linear Embedding Technique,F2,Microwave filters and circuit components,4,Reinforcement learning,Double Deep Q-Network (DDQN) + Locally Linear Embedding (LLE) for dimensionality reduction,False,"The authors propose a Computer-Aided Tuning method using Double Deep Q-Learning (DDQN) combined with Locally Linear Embedding (LLE) for dimensionality reduction, for automated tuning of microwave cavity filters.","The algorithm tuned a simulated ninth-order filter (four tuning screws) in only 23 steps, compared to 48 and 43 steps in compared works using PCA+DQN for fourth-order filters, and achieved a target return loss below -26 dB.","The authors state that the research focused only on the S11 characteristic (reflection parameter) without accounting for the filter's insertion loss, and that the distance from the target S11 value was used without accounting for side boundary lines for a sharper transition between stopband and passband.",old/211 - Double Deep Q-Learning Approach for Tuning Microwave Cavity Filters using Locally Linear Embedding Technique.pdf
175,Zhang et al.,2020,A Novel Training Approach for Parametric Modeling of Microwave Passive Components Using Padé via Lanczos and EM Sensitivities,F2,Microwave filters and circuit components,1,Neural networks and deep learning,Neuro-transfer function (ANN + pole/zero) with MPVL and EM sensitivities,False,"A new training approach for parametric neuro-TF modeling of microwave passive components is proposed, using the matrix Padé-via-Lanczos method and EM sensitivities for reliable pole/zero pairing under large geometric variations.",The proposed training approach (MPVL + EM sensitivities) achieves better accuracy than existing methods under large geometric variations; computing EM adjoint sensitivities increases computational cost by approximately 10–20% relative to the EM simulation alone.,"The authors state that computing the EM adjoint sensitivities required by the method increases the cost by approximately 10–20% relative to a standard EM simulation, although they consider this negligible relative to the overall cost.",old/191 - A Novel Training Approach for Parametric Modeling of Microwave Passive Components Using Padé via Lanczos and EM Sensitivities.pdf
179,Zhao et al.,2020,Parametric Modeling of EM Behavior of Microwave Components Using Combined Neural Networks and Hybrid-Based Transfer Functions,F2,Microwave filters and circuit components,1,Neural networks and deep learning,Hybrid neuro-transfer function (ANN + pole-residue/rational TF),False,"A hybrid neuro-transfer function technique combining pole-residue and rational transfer function formats is proposed, addressing the discontinuity and non-smoothness of poles/residues under large geometric variations in neuro-TF parametric modeling of microwave components.",The proposed hybrid neuro-TF technique achieves better accuracy than existing pole-residue and rational neuro-TF methods under large geometric variations and high transfer function order; specific numerical values are not stated in the available excerpt.,"The authors state that the current method addresses pole/residue discontinuity at the same transfer function order but does not address the discontinuity arising from order changing, which they leave as future work.",old/195 - Parametric Modeling of EM Behavior of Microwave Components Using Combined Neural Networks and Hybrid-Based Transfer Functions.pdf
170,Kazemi et al.,2021,Comparative Analysis of Machine Learning Techniques for Temperature Compensation in Microwave Sensors,F2,Microwave filters and circuit components,2,Classical machine learning,"Comparison of classifiers/regressors (SVM, MLP, linear regression) + hyperparameter optimization",False,"Machine learning classifiers and regressors are compared for temperature compensation in a split-ring resonator microwave sensor, to recognize material type and concentration and extract ambient temperature from the frequency response.","Linear regression for temperature extraction achieved R² = 97% (10-fold cross-validation) and a mean absolute error of 0.58 °C; after hyperparameter optimization, MLP and SVM achieved classification accuracies of 0.97 and 0.99, respectively, for low methanol concentrations (1%).",Not stated explicitly: the model was validated only for methanol/acetone-water mixtures in the temperature range 25-50 °C; generalization to other substances or a wider temperature range is not discussed in the available excerpt.,old/187 - Comparative Analysis of Machine Learning Techniques for Temperature Compensation in Microwave Sensors.pdf
322,Koziel et al.,2021,Improved Modeling of Microwave Structures Using Performance-Driven Fully-Connected Regression Surrogate,F2,Microwave filters and circuit components,1,Neural networks and deep learning,"FCRM (deep regression surrogate) + Bayesian optimization of architecture/hyperparameters, performance-driven domain confinement",False,The authors extend the performance-driven modeling paradigm with a fully-connected regression model (FCRM) for accurate and fast modeling of microwave structures (miniaturized couplers).,"On two examples of miniaturized microstrip couplers, the method outperforms both conventional modeling techniques and nested kriging, with a reliable model built from only a few hundred samples.",Not stated explicitly: the text of the available section does not contain a discussion of limitations; the scalability of FCRM to structures with a higher number of parameters (the curse of dimensionality mentioned in the introduction) generally remains an open question.,old/45 - Improved Modeling of Microwave Structures Using Performance-Driven Fully-Connected Regression Surrogate.pdf
191,Ohira et al.,2021,A Novel Deep-Q-Network-Based Fine-Tuning Approach for Planar Bandpass Filter Design,F2,Microwave filters and circuit components,4,Reinforcement learning,Deep Q-Network (DQN) + NN forward/inverse surrogate models,False,"The authors propose a DQN-based approach for fine-tuning the structural parameters of planar microstrip bandpass filters with cross-couplings, using two neural surrogate models (forward and inverse) to significantly accelerate reinforcement learning.","The constructed DQN finds the optimal structural parameters of a fifth-order filter within 30 steps (examples: 26/29/18 steps), with a tuning time of about 0.4 s; training for 30000 episodes took 3 hours, whereas without the forward model it would be estimated to take 625 days.",Not stated explicitly: a separate limitations section is missing; the method requires prior accurate training of two NN surrogate models and was demonstrated only on one type of filter (fifth-order microstrip BPF).,old/204 - A Novel Deep-Q-Network-Based Fine-Tuning Approach for Planar Bandpass Filter Design.pdf
171,Ricci et al.,2021,Machine-Learning-Based Microwave Sensing: A Case Study for the Food Industry,F2,Microwave filters and circuit components,1,Neural networks and deep learning,MLP classifier (FPGA/ARM implementation),False,"A complete design workflow is presented, from microwave dataset acquisition to real-time hardware deployment of MLP classifiers for contaminant detection in packaged food.","MLP classifiers achieved ""exceptionally high"" contaminant detection accuracy; the two lightest models were implemented on an ARM CPU and an FPGA SoC for real-time operation; the specific numerical accuracy is not stated in the available excerpt.",The authors acknowledge that the approach was verified only on a specific case study (containers of hazelnut-cocoa spread); generalization to other scenarios and industries has not yet been experimentally verified.,old/188 - Machine-Learning-Based Microwave Sensing A Case Study for the Food Industry.pdf
189,Roshani et al.,2021,Design of a Microwave Lowpass–Bandpass Filter using Deep Learning and Artificial Intelligence,F2,Microwave filters and circuit components,1,Neural networks and deep learning,ANN/deep learning for filter transfer function extraction,False,"The authors propose a compact dual-band lowpass-bandpass microwave filter, in which an artificial neural network and deep learning are used to extract the filter's transfer function for placing transmission zeros at the desired frequency.",The lowpass channel has a cutoff frequency of 1 GHz with insertion loss better than 0.2 dB; the bandpass channel operates at 2.4 GHz with an insertion loss of 0.5 dB in the passband.,"Not stated explicitly: the conclusion text does not contain a separate limitations section, only states that the desired results were achieved.",old/202 - Design of a Microwave Lowpass – Bandpass Filter using Deep Learning and Artificial Intelligence.pdf
154,Sedaghat et al.,2021,Compressed Machine Learning-Based Inverse Model for the Design of Microwave Filters,F2,Microwave filters and circuit components,2,Classical machine learning,LS-SVM regression + PCA compression (inverse model),False,"The authors propose an inverse model combining LS-SVM regression with PCA compression to estimate the geometric parameters of a microstrip bandpass filter directly from the required scattering parameters, without iterative optimization.","The model was trained on L=200 samples with 9 geometric parameters and a 2002-dimensional input (S11, S21); the standalone LS-SVM model without PCA showed lower accuracy due to the high input dimensionality relative to the small number of samples, whereas the conventional ADS optimizer converged after 125 iterations in 3 min 24 s.","The accuracy of the standalone LS-SVM inverse model without compression was lower due to the high dimensionality of the input space (2002) relative to the small number of training samples (200) - the so-called curse of dimensionality; in addition, the inverse task is ill-posed (multiple geometry configurations may correspond to the same S-parameters).",old/172 - Compressed Machine Learning-Based Inverse Model for the Design of Microwave Filters.pdf
164,Gocen et al.,2022,Machine Learning Assisted Novel Microwave Sensor Design for Dielectric Parameter Characterization of Water–Ethanol Mixture,F2,Microwave filters and circuit components,2,Classical machine learning,ML regression predictive model (specific algorithm not stated in the excerpt),False,A new ML-assisted microwave sensor with two coupled spiral resonators (band-stop configuration) is proposed for characterizing dielectric parameters and the concentration of water-ethanol mixtures based on the stop-band frequency shift.,"Numerical and experimental results show good agreement; the sensor (15×20 mm, 1.8 GHz) enables prediction of dielectric parameters/ethanol concentration using an ML model; the specific numerical prediction accuracy is not stated in the available excerpt.",Not stated explicitly: the sensor was tested only for water-ethanol mixtures in a narrow frequency band (1.8 GHz); generalization to other liquids is not demonstrated.,old/181 - Machine Learning Assisted Novel Microwave Sensor Design for Dielectric Parameter Characterization of Water–Ethanol Mixture.pdf
158,Wang et al.,2022,Design of Terahertz InP pHEMT Using Machine Learning Assisted Global Optimization Techniques,F2,Microwave filters and circuit components,5,Metaheuristics and Bayesian optimization,SADEA – Gaussian Process surrogate model + differential evolution (DE) global optimization,False,"The authors apply the SADEA algorithm (surrogate model assisted differential evolution for antenna synthesis, based on Gaussian Process and differential evolution) for the first time to the design of terahertz InP pHEMT transistors, optimizing both material and structural parameters.","The optimized design achieved a 57% improvement in fT (from 220 GHz to 336 GHz) and an increase in fmax from 550 GHz to 770 GHz (an improvement of approx. 40%) compared to the commercial Diramics design, while maintaining a 100 nm gate length; the optimization took 16 hours on a standard desktop, compared to several days for conventional methods.","Not stated explicitly: the work optimizes 16 design parameters, but the gate length was not optimized in this study; some optimized parameters reached the bounds of the search range, which may indicate a need for a wider search space.",old/176 - Design of Terahertz InP pHEMT Using Machine Learning Assisted Global Optimization Techniques.pdf
166,Wu et al.,2022,Artificial Neural Network for Dimensionality Reduction and Its Application to Microwave Filters Inverse Modeling,F2,Microwave filters and circuit components,1,Neural networks and deep learning,DR-ANN (dimensionality reduction) + multi-valued NN + DE optimization,False,"A dimensionality reduction (DR) strategy using an artificial neural network (DR-ANN) is proposed to simplify inverse modeling of microwave filters, combinable with multi-valued neural networks and differential evolution optimization.",The DR-ANN approach increased the robustness and convergence speed of DE optimization for coupling matrix extraction and waveguide filter optimization compared to direct DE optimization; specific numerical values are not stated in the available excerpt.,"Not stated explicitly as a limitation, but the authors mention future extension to more complex (possibly multimodal) equivalent circuits of building blocks, suggesting verification only on limited examples (coupling matrix extraction, waveguide filter design).",old/183 - Artificial Neural Network for Dimensionality Reduction and Its Application to Microwave Filters Inverse Modeling.pdf
160,Yu et al.,2022,State-of-the-Art: AI-Assisted Surrogate Modeling and Optimization for Microwave Filters,F2,Microwave filters and circuit components,1,Neural networks and deep learning,Review: ANN/GPR/SVM surrogate modeling + PSO/GA/DE optimization,True,"This review article analyzes and summarizes the current state of AI-assisted surrogate modeling and optimization for microwave filter design, including data sampling, surrogate techniques, and advanced optimization algorithms.","This is a review article without its own experiment; it summarizes techniques for smart data sampling, advanced surrogate modeling, and optimization algorithms for microwave filter design, without specific numerical results in the available excerpt.",Not stated explicitly: the article is a review without its own experiment; an explicit discussion of the limitations of individual methods is not included in the available excerpt (abstract + references).,old/178 - State-of-the-Art AI-Assisted Surrogate Modeling and Optimization for Microwave Filters.pdf
165,Zhang et al.,2022,A Microwave Filter Yield Optimization Method Based on Off-Line Surrogate Model-Assisted Evolutionary Algorithm,F2,Microwave filters and circuit components,5,Metaheuristics and Bayesian optimization,Offline ML surrogate model + evolutionary algorithm (YSMA),False,"A YSMA method (yield optimization for filters using an offline surrogate-model-assisted evolutionary algorithm) is proposed, which builds a single accurate offline surrogate model that fully replaces EM simulations for global yield optimization of filters with more than 10 sensitive design variables.",The YSMA method was demonstrated on two real-world examples with 11 and 14 design variables and showed advantages over the dominant sequential online local optimization methods; the specific numerical yield improvement is not stated in the available excerpt.,"The authors state that the search range for yield optimization is currently determined empirically, and plan a more systematic method for defining it as future work.",old/182 - A Microwave Filter Yield Optimization Method Based on Off-Line Surrogate Model-Assisted Evolutionary Algorithm.pdf
190,Zhang et al.,2022,Parameterized Modeling Incorporating MOR-Based Rational Transfer Functions With Neural Networks for Microwave Components,F2,Microwave filters and circuit components,1,Neural networks and deep learning,Neuro-TF (neural networks + MOR-based rational transfer function),False,"The authors propose a new neuro-TF method combining neural networks with a MOR-based rational transfer function, which addresses the ""order-changing"" problem and pole/zero mismatch without requiring EM sensitivities.","For a three-pole H-plane filter (49 training, 36 testing samples, EM simulation ~25 min), the model achieves training/testing errors of 0.69%/1.37%; for a fifth-order waveguide bandpass filter (81 training, 64 testing samples, EM simulation ~54 min), the error is 0.61%/0.78%, in both cases the lowest among the compared methods.",Not stated explicitly: the method requires computing MOR (MPVL algorithm) for each geometric sample and was verified only on two types of waveguide filters.,old/203 - Parameterized Modeling Incorporating MOR-Based Rational Transfer Functions With Neural Networks for Microwave Components.pdf
195,Zhuo et al.,2022,Parametric Modeling Incorporating Joint Polynomial-Transfer Function With Neural Networks for Microwave Filters,F2,Microwave filters and circuit components,1,Neural networks and deep learning,Neuro-PTF (neural networks + polynomial and pole-residue transfer function),False,"The authors propose a neuro-PTF technique combining a polynomial function with a pole-residue transfer function and neural networks, which increases the accuracy of parametric models of the EM behavior of microwave filters, particularly under large geometric variations.",The method is demonstrated on three application examples of microwave filters and produces more accurate models than existing neuro-TF methods; specific numerical accuracy values are not stated in the extracted text.,"Not stated explicitly: the text does not contain a specific discussion of limitations; the method requires a smoothness-discriminating algorithm to split subtransfer functions, which increases model complexity.",old/208 - Parametric Modeling Incorporating Joint Polynomial-Transfer Function With Neural Networks for Microwave Filters.pdf
194,Dai et al.,2023,Automatic design of microwave filters by using relational induction neural networks,F2,Microwave filters and circuit components,4,Reinforcement learning,"Relational Induction Neural Network (clustering + deep reinforcement learning, DRL)",False,"The authors propose an unsupervised end-to-end framework called RINN (Relational Induction Neural Network), combining a clustering algorithm and deep reinforcement learning, for automatic design of microwave filters without prior engineering knowledge.","RINN successfully designed several second-order filters with different properties and one sixth-order filter; for the sixth-order filter it achieved a reflection loss of -10 dB, after which re-parameterization by the clustering module further accelerated optimization convergence.",Not stated explicitly: quantitative limitations are not specified in the text; the method is computationally demanding due to deep reinforcement learning training and was verified only on a small number of filter types.,old/207 - Automatic design of microwave filters by using relational induction neural networks.pdf
188,Feng et al.,2023,Feature and EM Sensitivity Co-Assisted Neuro-TF Surrogate Optimization for Microwave Filter Design,F2,Microwave filters and circuit components,1,Neural networks and deep learning,Neuro-transfer function (neuro-TF) surrogate with adjoint EM sensitivity + trust-region gradient optimization,False,"The authors propose a new technique combining EM sensitivity with feature parameters (feature frequencies and heights) in a pole-zero neuro-TF surrogate model, accelerating gradient optimization of microwave filters and reducing the risk of becoming stuck in local minima.",The technique is demonstrated on three microwave filter examples and achieves further convergence acceleration compared to existing feature-assisted methods; specific numerical values for speedup or accuracy are not stated in the available text.,"Not stated explicitly: the available text (introduction and author bios) does not contain a separate discussion of limitations; the method requires training an adjoint neuro-TF model with EM sensitivity, which increases the demands on training data preparation.",old/201 - Feature and EM Sensitivity Co-Assisted Neuro-TF Surrogate Optimization for Microwave Filter Design.pdf
172,Karahan et al.,2023,Deep-Learning-Based Inverse-Designed Millimeter-Wave Passives and Power Amplifiers,F2,Microwave filters and circuit components,1,Neural networks and deep learning,Deep neural network (forward model) for inverse design,False,Deep learning enables inverse design of multi-port EM structures co-designed with circuits for fast and automated synthesis of mmWave passive elements and power amplifiers without the need for repeated EM simulations.,"The proposed PA achieved a PAE of 16–24.7%, a saturated output power of 16.7–19.5 dBm, and a Psat,3dB bandwidth of 30–94 GHz (103.2% relative bandwidth), supporting single- and multi-band modulation at multi-Gb/s order.","Not stated explicitly: the available excerpt does not contain a discussion of limitations in the conclusion; the method is demonstrated on a 2D on-chip structure, with extension to 3D EM structures mentioned only as a future direction in the introduction.",old/189 - Deep-Learning-Based Inverse-Designed Millimeter-Wave Passives and Power Amplifiers.pdf
167,Ma et al.,2023,A Learning-Based Methodology for Microwave Passive Component Design,F2,Microwave filters and circuit components,1,Neural networks and deep learning,Cascaded convolutional neural network (CNN),False,"A cascaded convolutional neural network (CNN) model is proposed that, based on specified target characteristics, accelerates the design of planar microwave passive components and generates topologies different from classical templates.","The proposed cascaded CNN model was verified by EM simulation and hardware realization for matching circuits and power dividers, and generates topologies different from canonical templates; specific numerical accuracy is not stated in the available excerpt.","Not stated explicitly: the available excerpt does not contain a conclusion discussing limitations; the method was demonstrated only on symmetric planar passive components (matching circuits, power dividers).",old/184 - A Learning-Based Methodology for Microwave Passive Component Design.pdf
168,Passos et al.,2023,PACOSYT: A Passive Component Synthesis Tool Based on Machine Learning and Tailored Modeling Strategies Towards Optimal RF and mm-Wave Circuit Designs,F2,Microwave filters and circuit components,2,Classical machine learning,"Comparison of regression ML techniques (GPR, etc.) + optimization (PACOSYT)",False,"Regression ML methods combined with purpose-tailored modeling strategies are investigated for modeling integrated inductors and transformers, integrated into the PACOSYT tool for rapid synthesis of optimal RF/mmWave passive components.",The most accurate combination of ML technique and modeling strategy achieved an error below 2% relative to full-wave EM simulations and below 5% relative to measurements; the PACOSYT tool designs an inductor/transformer with optimal performance in the order of seconds and was used for automatic synthesis of hundreds of mmWave power amplifiers at 28 GHz.,The authors point out that none of the tested ML techniques provide good results without a carefully tailored modeling strategy for the specific design problem; generic use of ML without such a strategy fails.,old/185 - PACOSYT A Passive Component Synthesis Tool Based on Machine Learning and Tailored Modeling Strategies Towards Optimal RF and mm-Wave Circuit Designs.pdf
202,Roy et al.,2023,Swarm Intelligence-Homotopy Hybrid Optimization-Based ANN Model for Tunable Bandpass Filter,F2,Microwave filters and circuit components,5,Metaheuristics and Bayesian optimization,ANN surrogate + hybrid homotopy-WOA/GWO metaheuristic optimization,False,"The authors, for the first time, combine a topology-based homotopy local optimizer with metaheuristic global algorithms (WOA, GWO) and an ANN surrogate model for the design of tunable microwave filters.","The ANN model serves as a surrogate to accelerate the hybrid optimization and to predict tunable circuit parameters at various stages of tuning; applied to a fifth-order tunable circuit and two EM simulation models of a fourth-order tBPF, with good agreement among computation, simulation, and measurement (specific numerical errors are not stated in the extracted text).","Not stated explicitly: the text mentions general shortcomings of existing methods (homotopy is only a local optimizer, WOA/GWO suffer from slow convergence and low accuracy), but specific limitations of the proposed hybrid approach are not stated in the available excerpt.",old/214 - Swarm Intelligence-Homotopy Hybrid Optimization-Based ANN Model for Tunable Bandpass Filter.pdf
155,Xue et al.,2023,An Unsupervised Microwave Filter Design Optimization Method Based on a Hybrid Surrogate Model-Assisted Evolutionary Algorithm,F2,Microwave filters and circuit components,5,Metaheuristics and Bayesian optimization,Hybrid surrogate-model-assisted evolutionary algorithm (H-SMEAFO) + Nelder-Mead simplex local optimization,False,"The authors propose H-SMEAFO, a hybrid surrogate-model-assisted evolutionary algorithm for fully automated ('unsupervised') 3D optimization of microwave filter design without the need for designer interaction.","For an 8th-order dual-band waveguide filter, H-SMEAFO reduced the number of required EM simulations by approximately 30% compared to the reference SMEAFO algorithm (712 vs. 1211 EM simulations in the specific example); the total design took approximately half a day on a standard desktop computer.",Not stated explicitly: future work mentions the need for further acceleration of the method to reach the speed of an experienced designer; the method is demonstrated on only two specific waveguide filters.,old/173 - An Unsupervised Microwave Filter Design Optimization Method Based on a Hybrid Surrogate Model-Assisted Evolutionary Algorithm.pdf
157,Xue et al.,2023,A Design Methodology of MMIC Power Amplifiers Using AI-driven Design Techniques,F2,Microwave filters and circuit components,5,Metaheuristics and Bayesian optimization,Gaussian Process surrogate model + differential evolution (DE) global optimization,False,"The authors propose an AI-driven design methodology for MMIC power amplifiers (PA), combining a surrogate-model-assisted global optimization algorithm (Gaussian Process + differential evolution) with a data flow between the optimizer and the simulators.","The methodology was validated on a practical 3-stage PA design for 27-31 GHz with 30 variables; the design was successfully synthesized without an initial solution and met the specifications (matching <-11 dB, gain >16 dB, PAE >22%, output power >32 dBm) with good performance consistency across the band.","Not stated explicitly in the available text (a conclusion is missing); GP modeling has computational complexity O(N³) with respect to the dataset size N, which the authors address by limiting the training data to the 5d nearest designs.",old/175 - A Design Methodology of MMIC Power Amplifiers Using AI-driven Design Techniques.pdf
161,Karimov et al.,2024,Machine Learning Based Approach to Accurately Model and Optimize Microwave Filters,F2,Microwave filters and circuit components,1,Neural networks and deep learning,ANN (MLP) surrogate modeling of S-parameters,False,"ANN models can accurately model and optimize the S-parameters of four types of microwave filters (LPF, HPF, BPF, BSF) in the 0–10 GHz band.","The ANN models achieved R² > 99% for all four filter types (LPF, HPF, BPF, BSF); for example, for BSF the accuracy on test data was R² 99.88–99.91% with MAE on the order of 10⁻³.",Not stated explicitly: the model was validated only for four specific filter topologies on an FR4 substrate in the 0–10 GHz band; the authors do not discuss transferability to other substrates/topologies.,old/179 - Machine Learning Based Approach to Accurately Model and Optimize Microwave Filters.pdf
343,Koziel et al.,2024,Machine-Learning-Based Global Optimization of Microwave Passives with Variable-Fidelity EM Models and Response Features,F2,Microwave filters and circuit components,2,Classical machine learning,Co-kriging (GPR) surrogate + response features + PSO with variable-fidelity EM modeling,False,"The authors present a global optimization technique for microwave passive components combining variable-fidelity EM simulations, the response features method, and a kriging-based ML framework with PSO as the search mechanism.","The proposed framework achieves competitive design quality with typically only about sixty high-fidelity EM analyses, compared to nature-inspired algorithms, gradient-based search, and other ML techniques.","Not stated explicitly: the available text does not contain a discussion section with limitations; according to the introduction, strongly nonlinear circuit characteristics generally pose a challenge for surrogate-assisted methods.",old/64 - Machine-learning-based global optimization of microwave passives with variable-fidelity EM models and response features.pdf
159,Liu et al.,2024,An Efficient and General Automated Power Amplifier Design Method Based on Surrogate Model Assisted Hybrid Optimization Technique,F2,Microwave filters and circuit components,5,Metaheuristics and Bayesian optimization,Bayesian Neural Network (BNN) surrogate model + hybrid evolutionary optimization algorithm (E-GASPAD),False,"The authors propose E-GASPAD, a method based on a Bayesian neural network (BNN) as a surrogate model combined with a novel hybrid optimization algorithm for fully automated layout-level design of power amplifiers (PA) without the need for a high-quality initial design.","The method was demonstrated on a 27-31 GHz class-AB PA and a 24-31 GHz wideband Doherty PA with approx. 30 design variables; high-performance layout-level designs were obtained automatically within a few hundred simulations (less than 72 hours), accounting for full-wave EM simulations.",Not stated explicitly in the available text (a detailed discussion of limitations is missing); future work mentions the need to validate E-GASPAD on more PA designs and to develop a software tool.,old/177 - An efficient and general automated power amplifier design method based on surrogate model assisted hybrid optimization technique.pdf
196,Liu et al.,2024,Adaptive Homotopy-Based Inverse Model for the Geometry Scaling of Microwave Filters,F2,Microwave filters and circuit components,3,Generative and inverse models,Adaptive homotopy continuation (HC) method + database-based inverse model of geometric/electrical parameters,False,The authors propose an adaptive homotopy continuation method that builds a database of geometric and electrical parameters (including tracking of transmission zeros) to train an inverse model enabling efficient geometry scaling of microwave filters.,"The method is demonstrated on three classes of filters, including coaxial resonator and dielectric waveguide filters, and performs geometry scaling automatically and more efficiently than existing algorithms; specific numerical speedup/accuracy values are not stated in the extracted text.","The authors state that over 90% of the total design time is taken up by high-fidelity EM simulation, which remains a computational bottleneck; the adaptive homotopy step must balance database size and computational cost.",old/209 - Adaptive Homotopy-Based Inverse Model for the Geometry Scaling of Microwave Filters.pdf
184,Xu et al.,2024,Flexible Inverse Design of Microwave Filter Customized on Demand With Wavelet Transform Deep Learning,F2,Microwave filters and circuit components,1,Neural networks and deep learning,DNN with wavelet transform (WTDL) + PSO sampling + MLSMOTE,False,"An HQS-WTDL scheme (high-quality sampling + wavelet transform + deep learning) is proposed for flexible, customized inverse design of microwave filters, combining PSO sampling, MLSMOTE data augmentation, and a neural network with wavelet transform of S-parameters.","The HQS-WTDL approach achieves better modeling efficiency and inverse design efficiency than conventional methods and enables rapid customization of parameters (center frequencies, bandwidths) with good prediction accuracy; specific numerical values are not stated in the available excerpt.","Not stated explicitly: the available excerpt does not contain a conclusion; the method is demonstrated on only one example (hairpin bandpass filter), and generalization to other filter topologies is not shown in the excerpt.",old/199 - Flexible Inverse Design of Microwave Filter Customized on Demand With Wavelet Transform Deep Learning.pdf
